ISIN,Name,EOD Ticker,Ticker Type,Description,Company URL
DE000A0STSQ8,M1 Kliniken AG,M12.XETRA,Common Stock,"M1 Kliniken AG, together with its subsidiaries, provides aesthetic medicine and plastic surgery services in Germany, Austria, the Netherlands, Switzerland, the United Kingdom, Croatia, Hungary, Bulgaria, Romania, and Australia. It operates in two segments, Beauty and Trade. The Beauty segment provides aesthetic surgery services, such as breast augmentation, eyelid lifts, and liposuction; and other aesthetic medical treatment services, including injections with hyaluronic acid and botulinum toxin. This segment also manages a private clinic for plastic and aesthetic surgery; and medical specialist centers for aesthetic and plastic medicine under the Schlossklinik and M1 Med Beauty names. The Trade segment sells pharmaceuticals and medical products for various therapeutic areas comprising oncology, HIV/AIDS, neurology, rheumatology, other chronic diseases, and aesthetic medicine. The company was incorporated in 2007 and is based in Berlin, Germany. M1 Kliniken AG is a subsidiary of MPH Health Care AG.",https://www.m1-kliniken.de
DE000A1YDAZ7,SendR SE,SD1.XETRA,Common Stock,"Clean Logistics SE operates in the transport industry. The company converts diesel-powered heavy-duty semi-trailer trucks and passenger buses to hydrogen-powered vehicles. It also provides funding advisory and financing services; and hybatt trucks and buses. The company was formerly known as SendR SE and changed its name to Clean Logistics SE in August 2021. Clean Logistics SE is based in Hamburg, Germany.",https://cleanlogistics.de
DE0007830788,ifa systems AG,IS8.XETRA,Common Stock,"ifa systems AG develops and sells software products for ophthalmology worldwide. It offers an electronic patient file that allows data documentation from the examinations and treatments. The company's products include ifa Lion for patient documentation and administration work; and ifa Managed Security that provides IT security solutions, such as firewall, backup, and endpoint solutions. It serves doctors and nursing staffs in practices and clinics. The company was founded in 1984 and is headquartered in Frechen, Germany.",https://www.ifasystems.de
DE000A2E4LE9,Voltabox AG,VBX.XETRA,Common Stock,"Voltabox AG develops, manufactures, and sells battery systems for e-mobility in industrial applications in Germany, European Union, and the United States. The company operates through Voltapower and Voltaforce segments. The Voltapower segment offers battery systems for use in forklifts, industrial trucks, agriculture and construction machinery, mining vehicles, electric buses for public transport, and automated guided vehicles. The Voltaforce segment develops and produces lithium-ion batteries for the mass market, including starter batteries for motorcycles and sports cars, as well as monoblock batteries for industrial machines; and provides 48-volt mild hybrid batteries. The company was founded in 1835 and is headquartered in Delbrück, Germany. Voltabox AG is a subsidiary of paragon GmbH & Co. KGaA.",https://www.voltabox.ag
DE0005297204,HOMAG Group AG,HG1.F,Common Stock,"HOMAG Group AG, together with its subsidiaries, manufactures and sells machines and solutions for woodworking and timber construction industries worldwide. The company offers machine products for drilling, doweling, milling, and setting fittings; edge banders and tenoners; panel dividing saws and beam saws; panel and board storage systems; home construction; automation; case clamps; packaging machinery; and buffer and collating. It also provides wild belt sander and lacquering machines for surfaces; planing, profiling, and moulding machines; and CNC machines for woodworking. In addition, the company offers software for order creation, work preparation, production management, services solution, and timber construction. Further, it engages in modernization, maintenance and service work, training and education services, process optimization, consulting services, financial services, and cybersecurity, as well as supplies spare parts. HOMAG Group AG was founded in 1960 and is headquartered in Schopfloch, Germany. HOMAG Group AG operates as a subsidiary of Dürr Aktiengesellschaft.",https://www.homag.com
DE0005677108,Elmos Semiconductor SE,ELG.F,Common Stock,"Elmos Semiconductor SE, together with its subsidiaries, develops, manufactures, and distributes microelectronic components and system parts, and technological devices for automotive industry in Germany, other European Union countries, the Americas, Asia/Pacific, and internationally. It offers motor control IC solutions, which includes BLDC motor, controller motor, and DC motor controller ICs; LED driver ICs, such as high voltage, liner LED, and LIN RGB controller ICs; and ultrasonic distance sensor ICs. The company provides optical IR sensor IC, ToF imager, and infrared sensors including pyroelectric sensor signal controller and pyroelectric sensor signal processor. In addition, it offers sensor signal processor and integrated absolute pressure system ICs; and safety, power, and Custom ICs, which includes safety, engine management, and relay driver IC, as well as DC/DC converter, LDO regulator, PSI5, LIN/CAN, and KNX transceivers. Further, the company provides automotive IC solutions including lighting, LiDAR, ultrasonic ranging, object and gesture recognition, thermal management, electronic fuse control, and SSPs. It serves automotive and non-automotive applications comprising smart home and industrial automation applications. Elmos Semiconductor SE was founded in 1984 and is headquartered in Dortmund, Germany.",https://www.elmos.com
DE000A2NBVD5,DFV Deutsche Familienversicherung AG,DFV.XETRA,Common Stock,"DFV Deutsche Familienversicherung AG operates as a digital insurance company in Germany. It offers property, accident, liability, legal expense, household, pet health, and electronics insurance products; and dental, outpatient and inpatient treatment, foreign travel health, sick day, supplementary long-term care, and state-aided care provision insurance products. DFV Deutsche Familienversicherung AG was incorporated in 2006 and is based in Frankfurt am Main, Germany.",https://www.deutsche-familienversicherung.de
DE0007568578,SFC Energy AG,F3C.XETRA,Common Stock,"SFC Energy AG, together with its subsidiaries, develops, produces, and distributes systems and solutions for stationary and mobile off-grid power supply based on hydrogen and direct methanol fuel cells worldwide. The company operates in two segments, Clean Energy and Clean Power Management. It offers EFOY Hydrogen 2.5 fuel cells for higher power ranges; EFOY Pro fuel cells for on-board power supply in vehicles, as well as off-grid power supply, such as monitoring systems, measuring stations, and oil and gas applications; EFOY fuel cells, which ensures automatic recharge of the batteries; SFC EMILY for military and security applications; SFC JENNY, a portable fuel cell for military applications; and SFC Power Manager 3G, a portable power distributor and battery charger that enables the soldiers to use various energy sources available in the field, such as hybrid batteries, solar panels, and vehicle power and fuel cells to power devices or charge batteries. The company also provides drives and motor solutions; SCADA and telemetry solutions; and coils and linear drives. In addition, it offers accessories and spare parts, such as fuel cartridges; and mechanical, electronic, and electrical instruments to monitor and control production and logistics processes. The company was formerly known as SFC Smart Fuel Cell AG and changed its name to SFC Energy AG in July 2010. The company was founded in 2000 and is headquartered in Brunnthal, Germany.",https://www.sfc.com
DE0005753149,Funkwerk AG,FEW.F,Common Stock,"Funkwerk AG develops and sells communication, information, and security systems worldwide. It provides train radio systems, including cab radio systems, ETCS data radio, data radio, handhelds, analogue radio, datasheets, TETRA train radio systems, and test equipment; LTE voice radio systems; visual and acoustic passenger information systems, such as FIA, CURA, accessibility, and monitors, displays and columns, as well as equipment and services; public address systems; and physical security information management systems. The company also offers video systems comprising camera systems and accessories, IP-pan/tilt head systems, professional video components, video management software, video technology solutions, and data sheets. In addition, it provides engineering, documentation, maintenance and servicing, support, repair, on call, and training services, as well as replacement parts management for the communication, information, and video systems. Funkwerk AG offers its products and services in the fields of railways, rail vehicles, public transport infrastructures, public and rail transit, industrials, areas, buildings, energy and supplies, authorities and judiciary, healthcare, and city and recreational facilities. The company was founded in 2000 and is based in Kölleda, Germany. Funkwerk AG is a subsidiary of Hörmann Industries GmbH.",https://funkwerk.com
DE000A2YN702,UMT United Mobility Technology AG,UMDK.XETRA,Common Stock,"UMT United Mobility Technology AG, a fintech company, engages in the development and implementation of customized solutions for the digitalization of business processes in Europe. The company licenses mobile payment platforms and acts as a central interface between various parties, such as large retail chains, banks, bonus program providers, and end consumers. It also offers mobile payment, mobile wallet, loyalty/bonus programs, data analytics, and smart rental solutions. The company was formerly known as Leipzig solar farm AG and changed its name to UMT United Mobility Technology AG in 2011. UMT United Mobility Technology AG was founded in 1989 and is based in Munich, Germany.",https://www.umt.ag
DE000A1TNMM9,centrotherm international AG,CTNK.F,Common Stock,"centrotherm international AG provides production equipment and solutions for the photovoltaic, semiconductor, and microelectronic industries worldwide. It offers low pressure diffusion furnace, plasma enhanced chemical vapor deposition and LPCVD systems, fast firing furnaces, regeneration furnaces, and batch-type systems; integrated production solutions for the manufacturing of mono and multi-crystalline solar cells; and horizontal and vertical batch systems, single wafer systems, and vertical high temperature furnaces for use in semiconductors. The company also provides logic and memory devices, power semiconductors, LED, SMT, and MEMS or sensor technology products; production systems delivery, assembly, and commissioning services; training of customer staff in the operation of production systems; replacement parts purchasing services; supplementary and consulting services for systems; remote control and maintenance services for the analysis and troubleshooting of system errors; optimization services for processes and production stages; maintenance services; and retrofitting, refurbishment, and equipment upgradation services. In addition, it offers automated vacuum soldering furnaces for high-volume production; vacuum soldering systems for high volume production; vacuum soldering systems for advanced packaging; conveyor furnaces for direct copper bonding; conveyor furnaces for serial production; and full hydrogen atmosphere conveyor belt furnaces for glass-to-metal seals and packaging applications. Further, the company provides carbon precursor stabilization ovens and conveyor belt furnaces for ceramic fibers; and spare and replacement parts, as well as customized upgrade kits for centrotherm production systems. The company was formerly known as Centrotherm photovoltaics AG and changed its name to centrotherm international AG in June 2017. The company was founded in 1948 and is headquartered in Blaubeuren, Germany.",https://www.centrotherm.de
DE000A2TSQH7,Katek Se,KTEK.XETRA,Common Stock,"KATEK SE provides electronics value chain services in Germany, Europe, and internationally. The company operates in two segments, Electronics, and Systems & Products. Its services include hardware and software development, electronic technology solutions development, prototyping, materials sourcing, circuit board assembly, measuring and testing, and box-build services, as well as logistics and after-sales services. The company also offers clean energy solutions, such as inverters under the Steca brand; charging solutions for electric vehicles under the eSystems brand; prototype solution under the beflex brand; and inhouse products under the TeleAlarm brand. It serves customers in various industries, such as automotive, communication, consumer, industry, energy/solar, and medical technology. The company was incorporated in 2017 and is headquartered in Munich, Germany. As of February 29, 2024, KATEK SE operates as a subsidiary of Kontron AG.",https://katek-group.de
DE0005878003,DMG MORI AKTIENGESELLSCHAFT,GIL.XETRA,Common Stock,"DMG MORI AKTIENGESELLSCHAFT engages in the manufacturing and sale of cutting machine tools in Germany, rest of the Europe, Asia, and internationally. The company operates through Machine Tools and Industrial Services segments. The Machine Tools segment offers turning machines, such as universal turning machines, turn-mill centers, production turning, and multi-spindle machining centers; vertical, horizontal, and 5-axis milling centers; ultrasonic, lasertec, and additive manufacturing products; and selective laser melting in the powder bed, as well as software solutions. The Industrial Services segment provides industrial services, including service agreements, repair, maintenance, and training services, as well as services related to spare parts. It serves aerospace, automotive, die and mold, medical, and semiconductor industries. The company was founded in 1870 and is headquartered in Bielefeld, Germany. DMG MORI AKTIENGESELLSCHAFT is a subsidiary of DMG Mori Co., Ltd.",https://www.dmgmori.com
DE0006464506,Leifheit Aktiengesellschaft,LEI.F,Common Stock,"Leifheit Aktiengesellschaft, together with its subsidiaries, produces and distributes household products in Germany, Central and Eastern Europe, and internationally. The company operates through three segments: Household, Wellbeing, and Private Label. The Household segment provides cleaning, laundry care, and kitchen goods under the Leifheit brand. The Wellbeing segment offers a range of scales and room air treatment products under the Soehnle brand. The Private Label segment provides kitchen goods and laundry care under the Birambeau and Herby brands. In addition, it offers its products through online shop. Leifheit Aktiengesellschaft was founded in 1868 and is based in Nassau, Germany.",https://www.leifheit-group.com
DE000A0WMPJ6,AIXTRON SE,AIXA.XETRA,Common Stock,"AIXTRON SE, together with its subsidiaries, provides deposition equipment to the semiconductor industry in Asia, Europe, and the Americas. It develops, produces, and installs equipment for the deposition of semiconductor materials; and offers deposition processes, consulting, training, customer support, and other related services, as well as peripheral devices and services for the operation of its systems. The company's product portfolio includes MOCVD, CVD and PECVD, and OVPD and PVPD systems. It also supplies deposition equipment for volume production, as well as for research and development and pre-series productions. The company's products are used in a range of compound semiconductors and optoelectronic applications, as well as lasers, LED, display technologies, optical and wireless data transmission, SiC and GaN power electronics, and other applications. AIXTRON SE was founded in 1983 and is headquartered in Herzogenrath, Germany.",https://www.aixtron.com
DE000A0JQ5U3,Manz AG,M5Z.F,Common Stock,"Manz AG, together with its subsidiaries, operates as a high-tech mechanical engineering company that provides production equipment in Germany, rest of Europe, the United States, Taiwan, China, rest of Asia, and internationally. The company operates in two segments: Mobility & Battery Solutions and Industry Solutions. It provides lithium-ion battery cells, modules, and systems, as well as capacitors. The company also offers production, assembly, and handling equipment for the manufacture of displays for flat screens, touch sensors, printed circuit boards, and chip carriers, as well as smartphones, tablet computers, notebooks, wearables, and other consumer electronics. In addition, it engages in the provision of contract manufacturing, simulation and factory planning, process and prototype development, customer training, and after-sales services; and solutions utilizing technologies comprising automation, inspection systems, laser processes, wet chemistry, and digital printing to the automotive and electromobility, electronics, energy, e-mobility, and battery production technology industries. The company was formerly known as Manz Automation AG and changed its name to Manz AG in June 2011. Manz AG was founded in 1987 and is headquartered in Reutlingen, Germany.",https://www.manz.com
DE000A0BL849,VITA 34 AG,V3V.XETRA,Common Stock,"VITA 34 AG engages in the collection, processing, cryopreservation, and storage of stem cells from umbilical cord blood and tissue and postnatal tissue in Germany, Poland, Portugal, and internationally. It operates through Subgroup Vita 34 And Subgroup PBKM segments. The company produces and develops advanced therapies, genetic tests, and analyses for third parties. It also develops products and drugs based on cells, tissues, and blood for medical applications; and produces and manufactures viral vectors and CAR-T cells. In addition, the company provides biobanking services, such as freezing sperm and storage of adipose tissue and the isolation of cells from the stored materials. VITA 34 AG was founded in 1997 and is based in Leipzig, Germany.",https://www.vita34.de
DE000A2GS5D8,Dermapharm Holding SE,DMP.XETRA,Common Stock,"Dermapharm Holding SE, together with its subsidiaries, manufactures and sells off-patent branded pharmaceutical products in Germany and internationally. It operates through three segments: Branded Pharmaceuticals and Other Healthcare Products, Parallel Import Business, and Herbal Extracts. The company develops, manufactures, licenses, markets, and sells branded generics, over-the-counter drugs, non-prescription healthcare products, herbal extracts, and other pharmaceutical products. It offers healthcare products in the areas of vitamins, minerals, food supplements, dermatology, allergology, pain and inflammation treatment, cardiovascular support, gynecology, and urology. The company also provides medical devices under the bite away and Herpotherm names. Further, it imports originator pharmaceuticals under the axicorp brand; and offers herbal extracts and natural active ingredients for phytopharmaceuticals, nutraceuticals, and cosmetics. The company was founded in 1991 and is based in Grünwald, Germany. Dermapharm Holding SE operates as a subsidiary of Themis Beteiligungs-AG.",https://ir.dermapharm.de
DE000A0HGQF5,MagForce AG,MF6.F,Common Stock,"MagForce AG operates in the field of nanotechnology-based cancer therapy in Germany and Poland. It offers NanoTherm, a therapy for the treatment of brain tumors; NanoPlan, a software that supports the attending physician in preparing the ideal treatment plan for the NanoTherm therapy; and NanoActivator, a magnetic field generator. MagForce AG was founded in 1997 and is headquartered in Berlin, Germany.",https://www.magforce.com
DE0007297004,Südzucker AG,SZU.F,Common Stock,"Südzucker AG produces and sells sugar products in Germany, rest of the European Union, the United Kingdom, the United States, and internationally. It operates through five segments: Sugar, Special Products, CropEnergies, Starch, and Fruit. The Sugar segment produces and sells sugar, sugar specialty products, glucose syrup, and animal feed to food industry, retailers, and agriculture markets, as well as offers by-products of sugar. The Special Products segment produces functional ingredients, including dietary fibers, sugar substitutes, sugar, rice starches, barley/rice flours, texturized wheat protein, and vegetable texturates for food, animal feed, non-food, and pharmaceutical industries. This segment also offers frozen and chilled pizzas, frozen pasta, snacks, dressings, sauces, baguettes, breadsnacks, portion packed articles, and non-food products to hotels, caterers, food retailers, and restaurants. The CropEnergies segment produces fuel-grade ethanol, neutral alcohol, protein-based food and animal feed, and liquid CO2 to oil companies and traders, food and animal feed producers, beverage, cosmetics, industrial and pharmaceutical companies. The Starch segment offers starches, saccharification products, ethanol, and byproducts, which includes animal feed and fertilizers to food, paper, textiles, industrial chemicals, pharmaceuticals, cosmetics, petroleum, and animal feed industries. The Fruit segment produces fruit preparations for the dairy, ice cream, baked goods, and food service industries; and fruit juice concentrates, not-from- concentrate juices, fruit wines, natural aromas, and beverage bases for beverage industry. The company was founded in 1837 and is headquartered in Mannheim, Germany. Südzucker AG operates as a subsidiary of Süddeutsche Zuckerrübenverwertungs-Genossenschaft eG.",https://www.suedzuckergroup.com
DE000A0H52F5,MVV Energie AG,MVV1.F,Common Stock,"MVV Energie AG, together with its subsidiaries, provides electricity, heat, gas, water, and waste treatment and disposal products primarily in Germany. The company operates through five segments: Customer Solutions, New Energies, Supply Reliability, Strategic Investments, and Other Activities. The Customer Solutions segment engages in the energy and water retail and wholesale, direct marketing of renewable energy, commodities, and service and trading businesses. This segment also offers services to third-party customers. The New Energies segment operates waste, biomass power, biomethane, and biogas plants; and photovoltaics systems and wind turbines. This segment also engages in the national and international project development, and operation and management of windfarms and solar parks. The Supply Reliability segment engages in the conventional generation activities; and operates electricity, district heating, gas, and water grid facilities with a total length of approximately 19,000 kilometers. The Strategic Investments segment engages in operation of energy generation plants and grid facilities. The Other Activities segment provides metering, billing, and information technology services. It serves industrial, retail, households, real estate, commercial, and business customers. The company was founded in 1974 and is based in Mannheim, Germany. MVV Energie AG operates as a subsidiary of MV Mannheimer Verkehr GmbH.",https://www.mvv.de
DE000A0JBPG2,PNE AG,PNE3.XETRA,Common Stock,"PNE AG engages in the development, planning, realization, financing, operation, and sale of wind and photovoltaic (PV) farms and transformer stations in Germany and internationally. It operates through three segments: Project Development, Electricity Generation, and Service Products. The company develops, constructs, and sells onshore and offshore wind farms; provides technical and commercial operations management services for wind farms, PV plants, and transformer stations; and generates electricity from wind and biomass power plant. It is also involved in the development of photovoltaics and hybrid solutions, as well as power-to-X solutions. The company was formerly known as PNE WIND AG and changed its name to PNE AG in June 2018. The company was founded in 1995 and is based in Cuxhaven, Germany.",https://www.pne-ag.com
DE000A3H2135,Binect AG,MA10.XETRA,Common Stock,"Binect AG provides software and service platform for the digitization of various business document and receipt logistics in Germany. It develops and integrates digital modules and services for medium-sized companies, authorities, and other institutions. The company was founded in 2004 and is based in Weiterstadt, Germany.",https://www.binect.com
DE0005498901,DATA MODUL Aktiengesellschaft Produktion und Vertrieb von elektronischen Systemen,DAM.XETRA,Common Stock,"DATA MODUL Aktiengesellschaft, Produktion und Vertrieb von elektronischen Systemen engages in the development, manufacture, and distribution of flatbed displays, monitors, electronic subassemblies, and information systems in Germany and internationally. It operates in two segments, Displays and Systems. The company offers customized, TFT, Memory-in-Pixel, e-paper, MiniLED, passive, and OLED displays. It also provides practical evaluation kits; projected capacitive touch solutions, resistive touchscreens, touch panels and sensors, and tails and controller boards; cover glasses and optical bonding solutions; embedded components, single board computers, computer-on-modules, and baseboards, as well as accessory components, such as memory, periphery and connectivity solutions, cooling solutions, and various cables; and LCD controller boards and embedded components. In addition, the company offers various monitors, and box and panel PC solutions, as well as develops customized system solutions for various applications. Further, it provides operating systems, including embedded Linux and real-time operating systems, as well as consumer-oriented Android interface solutions; and application software comprising easyANALYZER for PCAP Touch and maXcs Software Suite for transportation. Additionally, the company engages in cyber security, e-paper display content management, embedded Linux BSP, and artificial intelligence and machine learning software activities; and provision of design-in, research and development, contract manufacturing, logistics, and lifecycle management solutions. It primarily serves customers in the mechanical engineering, medical device technology, automotive, industrial automation, and gaming industries. The company was founded in 1972 and is headquartered in Munich, Germany. DATA MODUL Aktiengesellschaft, Produktion und Vertrieb von elektronischen Systemen operates as a subsidiary of Arrow Central Europe Holding Munich GmbH.",https://www.data-modul.com
DE000A3CMGM5,Apontis Pharma AG,APPH.XETRA,Common Stock,"Apontis Pharma AG markets and sells medical drugs for indication fields of internal medicine in Germany. It develops, promotes, and sells a portfolio of single pills and other pharmaceutical products with a focus on cardiovascular diseases, such as hypertension, hyperlipidemia, and secondary prevention, as well as respiratory diseases and diabetes. The company was founded in 1946 is headquartered in Monheim am Rhein, Germany.",https://apontis-pharma.de
DE0006202005,Salzgitter AG,SZG.XETRA,Common Stock,"Salzgitter AG, together with its subsidiaries, engages in steel and technology businesses worldwide. It operates through four segments: Steel Production, Steel Processing, Trading, and Technology. The Steel Production segment manufactures steel and special steels, such as hot-rolled wide strip, steel sheet, sections, tailored blanks, as well as scrap trading. The Steel Processing segment produces various high-grade heavy plates; and manufactures line pipes, HFI-welded tubes, and precision and stainless-steel tubes. The Trading segment operates a European sales network, as well as trading companies and agencies worldwide. The Technology segment engages in the provision of machinery and plants for the filling and packaging of beverages, as well as special machinery engineering for shoe manufacturing and elastomer production. The company also provides IT, facility management, logistics, automotive engineering, and research and development services, as well as supplies raw materials. The company was founded in 1858 and is headquartered in Salzgitter, Germany.",https://www.salzgitter-ag.com
DE0005088108,Baader Bank Aktiengesellschaft,BWB.F,Common Stock,"Baader Bank Aktiengesellschaft provides investment and banking services in Europe. The company trades in equities, bonds, funds and exchange traded funds, and securitized derivatives, as well as engages in the over-the-counter trading activities. It also provides electronic trading services, including automated order execution in shares, bonds, ETPs, and derivatives for clients on the national and international stock exchanges and trading platforms; service packages; and sales trading/execution services, such as the receipt and execution of client orders and orders of the bank's own clients, as well as flow and news management, portfolio trading, trading strategy advice, sponsoring, CSA and prime brokerage, and clearing services, as well as sells research products and trading ideas. In addition, the company offers capital market services, such as advice in financing and capital market transactions, structuring and execution of equity transactions, reallocations of stocks, project financing; and technical trading services comprising support for capital measures, capital increases, and decreases, as well as for the purchase of shares, squeeze-out procedures, and withdrawal of invalid physical share certificates. Further, the company provides banking services that include account and custody account management, fund-based savings plans, securities and derivatives trading in accounts, custody accounts, and execution of orders, as well as other banking-related services and trade/order entry applications. Additionally, it engages in the portfolio management of fund products, including UCITS and special funds, offshore funds, and derivative overlay mandates; and equity research activities. Baader Bank Aktiengesellschaft was founded in 1983 and is headquartered in Unterschleissheim, Germany. Baader Bank Aktiengesellschaft is a subsidiary of Baader Beteiligungs GmbH.",https://www.baaderbank.de
DE000A13SX22,Hella KGaA Hueck & Co,HLE.XETRA,Common Stock,"HELLA GmbH & Co. KGaA, together with its subsidiaries, develops, manufactures, and sells lighting systems and electronic components for automotive industry worldwide. It operates through three segments: Lighting, Electronics, and Lifecycle Solutions. The Lighting segment offers headlamps, rear combination lamps, and car body lighting including radomes, illuminated logos, and front phygital shields, as well as interior lighting products. The Electronics segment provides automated driving products, such as radar sensors and steering electronics; sensors and actuators; body electronics, including lighting electronics and access systems; and energy management products. The Lifecycle Solutions segment offers vehicle diagnostics, emissions testing, battery testing, light adjustment, and calibration service, as well as data-based services; and sells wear parts, spare parts, and accessories to dealers and independent workshops. This segment develops, manufactures, and distributes lighting and electronic products for special vehicles comprising construction and agricultural machinery, buses, and motor homes, as well as marine sectors. The company was formerly known as HELLA KGaA Hueck & Co. and changed its name to HELLA GmbH & Co. KGaA in October 2017. HELLA GmbH & Co. KGaA was founded in 1899 and is headquartered in Lippstadt, Germany. HELLA GmbH & Co. KGaA operates as a subsidiary of Forvia Germany Gmbh.",https://www.hella.com
DE000A288904,CompuGroup Medical SE & Co. KGaA,COP.F,Common Stock,"CompuGroup Medical SE & Co. KGaA develops and sells software and information technology solutions for the healthcare sector worldwide. The company's Ambulatory Information Systems segment develop and sell practice management software for registered physicians, medical care centers, and physician networks; and offers supplementary internet and intranet solutions. Its Pharmacy Information Systems segment develop and sell administrative and billing related software applications, which includes procuring and shipping, managing and controlling inventory, planning, performing, and monitoring retail activities for pharmacies. Hospital Information Systems segment develop and sells of clinical and administrative solutions for inpatient sector; healthcare services to acute care hospitals, rehabilitation centers, welfare institutions, multi-location hospital networks, healthcare regions, regional care organizations, medical laboratories, and radiologists. The Consumer & Health Management Information Systems segment provides software interfaces for data exchange, portals for retrieving data from the German outpatient healthcare market, medical decision support tools, medication and treatment databases for healthcare service providers, solutions for the insurance industry, and digital healthcare applications, consumer portals, and mobile apps; and operates telematics infrastructure business, which offers secure links, as well as security solutions for service providers. The company was founded in 1987 and is headquartered in Koblenz, Germany.",https://www.cgm.com
DE000A12UP37,NorCom Information Technology GmbH & Co. KGaA,NC5A.XETRA,Common Stock,"NorCom Information Technology GmbH & Co. KGaA develops and implements big data solutions in Germany and internationally. The company offers DaSense, an AI solution platform that combines artificial intelligence with data and document management. It serves the govtech, legal tech, and industry sector. NorCom Information Technology GmbH & Co. KGaA was founded in 1989 and is based in Munich, Germany.",https://www.norcom.de
